STATE/UT,DISTRICT,TOTAL_RAPE,Population,Latitude,Longitude,RISK_RATE,RISK_LEVEL
rajasthan,bikaner,1977,2367745.0,28.02,73.3,83.4971671358191,High
rajasthan,bundi,1648,1113725.0,25.43,75.63,147.9718961143909,High
rajasthan,chittorgarh,2317,1544392.0,24.87,74.62,150.02667716486488,High
rajasthan,churu,1605,2041172.0,28.28,74.95,78.63129613770911,High
rajasthan,dausa,1105,1637226.0,26.53,76.18,67.49220938343271,High
rajasthan,dholpur,1273,1207293.0,26.7,77.9,105.4425065000791,High
rajasthan,dungarpur,1670,1388906.0,23.83,73.72,120.23851866145009,High
rajasthan,ganganagar,3086,1969520.0,29.92,73.87,156.6879239611682,High
rajasthan,hanumangarh,2259,1779650.0,29.57,74.32,126.93507150282359,High
rajasthan,jaipur,3423,6663971.0,26.92,75.82,51.36576974899801,High
rajasthan,jaisalmer,278,672008.0,26.9,70.9,41.368555136248375,High
rajasthan,jalore,794,1830151.0,25.35,72.62,43.3843983365307,High
rajasthan,jhalawar,2379,1411327.0,24.6,76.15,168.56476209978268,High
rajasthan,jhunjhunu,1716,2139658.0,75.02,76.07,80.19973285450291,High
rajasthan,jodhpur,1269,3685681.0,27.62,72.92,34.43054350064479,High
rajasthan,karauli,1500,1458459.0,26.5,77.02,102.84828027390554,High
rajasthan,kota,1434,1950491.0,25.17,73.82,73.51994959217961,High
rajasthan,nagaur,2006,3309234.0,27.2,73.73,60.6182578808268,High
rajasthan,pali,2007,2038533.0,25.77,73.32,98.45315234043304,High
rajasthan,pratapgarh,1984,868231.0,0.0,0.0,228.51061526252806,High
rajasthan,rajsamand,728,1158283.0,25.07,73.87,62.85165197106407,High
rajasthan,sawai madhopur,1167,1338114.0,26.0,76.35,87.21230029728409,High
rajasthan,sikar,1705,2677737.0,27.22,74.43,63.67316879887756,High
rajasthan,sirohi,1054,1037185.0,24.88,72.85,101.62121511591471,High
rajasthan,tonk,931,1421711.0,26.15,75.78,65.48447609957297,High
rajasthan,udaipur,3732,3067549.0,24.38,73.62,121.66064828956279,High
tamil nadu,ariyalur,228,752481.0,11.13,79.07,30.299768366244464,High
tamil nadu,chengalpattu,46,2556244.0,12.68,79.98,1.799515226246008,Low
tamil nadu,chennai,1520,7100000.0,13.08,80.27,21.408450704225352,High
tamil nadu,coimbatore,87,3472578.0,11.0,76.97,2.5053432925048766,Low
tamil nadu,cuddalore,827,2600880.0,11.75,79.75,31.796930269754853,High
tamil nadu,dharmapuri,470,1502900.0,12.12,78.15,31.272872446603234,High
tamil nadu,dindigul,429,2161367.0,10.35,77.98,19.848549552204695,High
tamil nadu,erode,443,2259608.0,11.35,77.73,19.605170454344293,High
tamil nadu,kallakurichi,66,1370281.0,11.73,78.95,4.8165303320997666,Low
tamil nadu,kanchipuram,615,1166401.0,12.82,79.72,52.72629224426248,High
tamil nadu,kanyakumari,251,1863178.0,8.07,77.53,13.471606040861365,High
tamil nadu,karur,174,1076588.0,10.95,78.07,16.162171601392547,High
tamil nadu,krishnagiri,348,1883731.0,12.52,78.2,18.47397531813194,High
tamil nadu,madurai,209,3991038.0,9.83,77.83,5.236732900062591,Medium
tamil nadu,nagapattinam,401,1614069.0,10.77,79.82,24.844043222439684,High
tamil nadu,namakkal,339,1721179.0,11.22,78.17,19.695801540688098,High
tamil nadu,nilgiris,216,735071.0,11.42,76.68,29.384916559080686,High
tamil nadu,perambalur,366,564511.0,11.23,78.87,64.83487478543377,High
tamil nadu,pudukkottai,38,1918725.0,10.38,78.82,1.980481830382155,Low
tamil nadu,ramanathapuram,66,1337560.0,9.38,78.75,4.934358084870959,Low
tamil nadu,ranipet,5,1210277.0,12.93,79.33,0.4131285647831034,Low
tamil nadu,salem,173,3480008.0,11.65,78.13,4.971252939648414,Low
tamil nadu,sivaganga,56,1341250.0,9.72,78.82,4.175209692451071,Low
tamil nadu,tenkasi,19,1407627.0,8.97,77.3,1.3497893973332422,Low
tamil nadu,thanjavur,349,2402781.0,10.78,79.13,14.524836012936676,High
tamil nadu,theni,339,1243684.0,10.07,77.75,27.25772784726667,High
tamil nadu,tiruchirappalli,126,2713858.0,10.78,78.68,4.642836876505698,Low
tamil nadu,tirunelveli,103,1665253.0,8.72,77.7,6.185246325933657,Medium
tamil nadu,tiruvannamalai,95,2468965.0,12.42,79.12,3.847766169224756,Low
tamil nadu,vellore,722,1614242.0,12.9,79.13,44.726874904754055,High
tamil nadu,viluppuram,98,2093003.0,11.95,79.52,4.6822675361669335,Low
tamil nadu,virudhunagar,562,1943309.0,9.58,77.95,28.919744621159065,High
telangana,adilabad,106,708952.0,19.67,78.52,14.95164693801555,High
telangana,bhadradri kothagudem,149,1304811.0,0.0,0.0,11.419278347592103,High
telangana,hyderabad,1730,3441992.0,17.37,78.48,50.26159270561931,High
telangana,jogulamba gadwal,58,664971.0,0.0,0.0,8.722184877235248,Medium
telangana,kamareddy,92,972625.0,18.32,78.33,9.45893843978923,Medium
telangana,karimnagar,210,1016063.0,18.43,79.12,20.66800975923737,High
telangana,khammam,223,1401639.0,17.25,80.17,15.909945428173732,High
telangana,mahabubabad,87,770170.0,17.62,80.02,11.296207330849034,High
telangana,medak,102,767428.0,18.03,78.25,13.291149137117749,High
telangana,mulugu,27,294671.0,18.18,79.93,9.162761181113853,Medium
telangana,nagarkurnool,101,893308.0,16.48,78.33,11.30629077541005,High
telangana,nalgonda,300,1631399.0,17.05,79.27,18.38912491671259,High
telangana,narayanpet,119,566874.0,16.73,77.5,20.99231928082784,High
telangana,nirmal,46,709415.0,19.1,78.35,6.484215868003918,Medium
telangana,nizamabad,133,1534428.0,18.68,78.1,8.66772504151384,Medium
telangana,peddapalli,170,795332.0,18.6,79.38,21.37472149995222,High
telangana,rajanna sircilla,104,546121.0,0.0,0.0,19.04339880722404,High
telangana,ranga reddy,51,2551731.0,17.3,78.1,1.9986432739187634,Low
telangana,sangareddy,103,1527628.0,17.62,78.08,6.74247918995986,Medium
telangana,siddipet,99,993376.0,18.1,78.85,9.966014882582225,Medium
telangana,suryapet,167,1099560.0,17.13,79.62,15.187893339153844,High
telangana,vikarabad,103,881250.0,17.33,77.9,11.687943262411347,High
telangana,wanaparthy,84,751553.0,16.35,78.05,11.176856455898651,High
telangana,warangal urban,19,1135707.0,17.95,79.5,1.6729667070820204,Low
telangana,yadadri bhuvanagiri,947,726465.0,0.0,0.0,130.35727805193642,High
tripura,dhalai,567,377988.0,23.93,91.85,150.00476205593827,High
tripura,gomati,213,436868.0,23.55,91.48,48.7561460212238,High
tripura,khowai,159,327391.0,23.88,91.63,48.565782199266316,High
tripura,north tripura,62,415946.0,24.33,92.02,14.905781038884856,High
tripura,south tripura,78,433737.0,23.53,91.48,17.983247912905746,High
tripura,west tripura,176,917534.0,23.92,91.5,19.181850481835006,High
uttar pradesh,agra,1846,4380793.0,27.08,77.97,42.13848953830962,High
uttar pradesh,aligarh,2000,3673849.0,27.83,78.17,54.438818797397495,High
uttar pradesh,ambedkar nagar,714,2398709.0,0.0,0.0,29.76601163375799,High
uttar pradesh,amethi,262,2549935.0,26.17,81.78,10.274771709867114,High
uttar pradesh,amroha,287,1838771.0,28.9,78.47,15.608251380949559,High
uttar pradesh,auraiya,626,1372287.0,26.47,79.52,45.617279767279,High
uttar pradesh,ayodhya,882,2468371.0,26.8,82.2,35.7320678293498,High
uttar pradesh,azamgarh,880,4616509.0,26.6,83.18,19.062022840202413,High
uttar pradesh,bahraich,1029,2384239.0,27.57,81.58,43.15842497333531,High
uttar pradesh,ballia,452,3223642.0,28.2,79.37,14.021408084396468,High
uttar pradesh,balrampur,698,2149066.0,27.43,82.18,32.4792258590476,High
uttar pradesh,banda,920,1799541.0,0.0,0.0,51.12414776879215,High
uttar pradesh,barabanki,747,3257983.0,26.92,81.2,22.928296433713744,High
uttar pradesh,bareilly,1902,4465344.0,28.42,79.38,42.59470267016382,High
uttar pradesh,basti,844,2461056.0,27.25,83.0,34.29422166744682,High
uttar pradesh,bhadohi,163,1554203.0,25.33,82.47,10.487690475439823,High
uttar pradesh,bijnor,1265,3683896.0,29.42,78.52,34.33864582496357,High
uttar pradesh,budaun,240,3712738.0,28.12,78.98,6.464232057311881,Medium
uttar pradesh,bulandshahr,448,3498507.0,28.42,77.83,12.805462444408429,High
uttar pradesh,chandauli,244,1952713.0,25.25,83.25,12.495435837217247,High
uttar pradesh,chitrakoot,128,990626.0,25.2,80.9,12.921122603283175,High
uttar pradesh,deoria,577,3098637.0,26.5,83.77,18.621090498822547,High
uttar pradesh,etah,870,1761152.0,27.63,78.67,49.39948397412602,High
uttar pradesh,etawah,642,1579160.0,26.78,79.02,40.654525190607664,High
uttar pradesh,farrukhabad,395,1887577.0,27.5,79.5,20.92629863576426,High
uttar pradesh,fatehpur,1032,2632684.0,0.0,0.0,39.19953932944478,High
uttar pradesh,firozabad,1867,2496761.0,27.15,78.4,74.77688092692892,High
uttar pradesh,ghaziabad,1997,4661452.0,28.67,77.42,42.84072859701226,High
uttar pradesh,ghazipur,915,3622727.0,25.62,83.57,25.257216456001238,High
uttar pradesh,gonda,698,3431386.0,27.25,82.0,20.341634546506864,High
uttar pradesh,gorakhpur,1495,4436275.0,26.75,83.4,33.6994437901167,High
uttar pradesh,hamirpur,805,1104021.0,0.0,0.0,72.91527969123776,High
uttar pradesh,hapur,317,1338211.0,28.72,77.77,23.68834212243062,High
uttar pradesh,hardoi,1175,4091380.0,27.42,80.25,28.71891635585059,High
uttar pradesh,hathras,1109,1565678.0,27.6,78.05,70.83193351378763,High
uttar pradesh,jalaun,298,1670718.0,26.0,79.5,17.836642688951695,High
uttar pradesh,jaunpur,1079,4476072.0,25.75,82.75,24.10595718746258,High
uttar pradesh,jhansi,1032,2000755.0,25.5,78.5,51.580528350547674,High
uttar pradesh,kannauj,423,1658005.0,27.07,79.92,25.512588924641364,High
uttar pradesh,kanpur dehat,693,1795092.0,26.33,79.97,38.60526368564954,High
uttar pradesh,kanpur nagar,1885,4572951.0,26.45,80.32,41.22064723632508,High
uttar pradesh,kasganj,644,1438156.0,27.82,78.65,44.779564942885195,High
uttar pradesh,kaushambi,1034,1596909.0,25.52,81.37,64.75008907833822,High
uttar pradesh,kushinagar,535,3560830.0,26.9,83.97,15.024586964275182,High
uttar pradesh,lalitpur,401,1218002.0,0.0,0.0,32.92277024175658,High
uttar pradesh,lucknow,2829,4588455.0,26.75,81.0,61.65473999418105,High
uttar pradesh,maharajganj,474,2665292.0,0.0,0.0,17.78416773846918,High
uttar pradesh,mahoba,567,876055.0,25.28,79.87,64.72196380364247,High
uttar pradesh,mainpuri,989,1847194.0,27.17,79.0,53.54066762884678,High
uttar pradesh,mathura,1328,2541894.0,27.28,77.42,52.244507442088455,High
uttar pradesh,mau,619,2205170.0,25.93,83.57,28.07039820059224,High
uttar pradesh,meerut,1942,3447405.0,28.98,77.7,56.33222670385406,High
uttar pradesh,mirzapur,516,2494533.0,25.15,82.55,20.685234470740617,High
uttar pradesh,moradabad,2370,4773138.0,28.83,78.78,49.65286987302693,High
uttar pradesh,muzaffarnagar,1479,4138605.0,29.45,77.58,35.736679388344626,High
uttar pradesh,pilibhit,1774,2037225.0,28.55,80.1,87.07923768852238,High
uttar pradesh,pratapgarh,1407,3173752.0,0.0,0.0,44.33238639944142,High
uttar pradesh,prayagraj,1036,5959798.0,25.45,81.85,17.38313949566747,High
uttar pradesh,rampur,1398,2335398.0,28.8,79.02,59.86131700035711,High
uttar pradesh,saharanpur,797,3464228.0,29.97,77.55,23.006568851703758,High
uttar pradesh,sambhal,672,2217020.0,28.57,78.55,30.310957952566962,High
uttar pradesh,sant kabir nagar,565,1714300.0,26.77,83.05,32.95805868284431,High
uttar pradesh,shahjahanpur,1539,3002376.0,28.0,79.83,51.259402553177885,High
uttar pradesh,shamli,285,1274815.0,29.45,77.32,22.35618501508062,High
uttar pradesh,siddharthnagar,460,2553526.0,27.0,82.75,18.014306492277736,High
uttar pradesh,sitapur,3525,4474446.0,27.5,80.92,78.78070268363949,High
uttar pradesh,sonbhadra,805,1862612.0,24.68,83.05,43.21887757622092,High
uttar pradesh,sultanpur,1505,3790922.0,26.25,82.0,39.70010461834878,High
uttar pradesh,unnao,1763,3110595.0,26.55,80.47,56.67725949536986,High
uttar pradesh,varanasi,1364,3682194.0,25.33,83.0,37.04313243680262,High
uttarakhand,almora,152,621927.0,29.58,79.65,24.440167415146792,High
uttarakhand,bageshwar,127,259840.0,29.85,79.77,48.8762315270936,High
uttarakhand,chamoli,119,391114.0,30.42,79.33,30.42591162678912,High
uttarakhand,champawat,73,259315.0,29.33,80.1,28.151090372712726,High
uttarakhand,dehradun,1265,1698560.0,30.33,78.07,74.47484928409948,High
uttarakhand,haridwar,1546,1927029.0,29.97,78.17,80.2271268361815,High
uttarakhand,nainital,587,955128.0,29.33,79.5,61.457731319781224,High
uttarakhand,pauri garhwal,187,686527.0,0.0,0.0,27.238549976912783,High
uttarakhand,pithoragarh,181,485993.0,30.0,80.33,37.243334780542106,High
uttarakhand,tehri garhwal,162,616409.0,30.38,78.48,26.28125157160262,High
uttarakhand,uttarkashi,145,329686.0,30.73,78.45,43.98124275826089,High
west bengal,alipurduar,329,1700000.0,26.48,89.52,19.35294117647059,High
west bengal,bankura,1250,3596292.0,23.25,87.07,34.758022985897696,High
west bengal,birbhum,1698,3502387.0,0.0,0.0,48.481221521208255,High
west bengal,cooch behar,346,2822780.0,26.32,89.45,12.257419990222406,High
west bengal,dakshin dinajpur,1176,1670931.0,25.22,88.77,70.37992592153715,High
west bengal,darjeeling,1122,1842034.0,27.03,88.17,60.91092781132162,High
west bengal,hooghly,1602,5520389.0,0.0,0.0,29.019694083152473,High
west bengal,howrah,1066,4841638.0,22.58,88.25,22.017342064813604,High
west bengal,jalpaiguri,4131,3869675.0,26.7,89.0,106.75315110442092,High
west bengal,jhargram,166,1136548.0,22.45,86.98,14.605630382526739,High
west bengal,kalimpong,21,251642.0,27.07,88.47,8.345188799961852,Medium
west bengal,kolkata,1292,4486679.0,22.57,88.37,28.796354720273058,High
west bengal,murshidabad,8788,7102430.0,24.13,88.27,123.73230007194721,High
west bengal,nadia,4761,5168488.0,23.4,88.5,92.11591475108388,High
west bengal,north 24 parganas,1186,10082852.0,22.13,88.5,11.762544962476886,High
west bengal,paschim bardhaman,151,2882031.0,0.0,0.0,5.239360714718197,Medium
west bengal,paschim medinipur,342,5094238.0,0.0,0.0,6.713467254572715,Medium
west bengal,purba bardhaman,276,4835532.0,0.0,0.0,5.707748392524339,Medium
west bengal,purba medinipur,1017,4417377.0,0.0,0.0,23.02271234716892,High
west bengal,purulia,1249,2927965.0,23.33,86.37,42.65761373513686,High
west bengal,south 24 parganas,1275,8153176.0,22.53,88.33,15.638077725784408,High
west bengal,uttar dinajpur,2278,3000849.0,25.62,88.12,75.91185027970418,High
